patientid,min,mean,max,std
dsb_09ee522a3b7dbea48aa6d39afe240129.npz,0.00127,0.41794,0.99988,0.43942
dsb_03fb0d0fdb187ee1160f09386b28c3f2.npz,0.00162,0.53033,0.99985,0.37006
dsb_7367ede966b44c6dce30b83345785671.npz,0.00101,0.25708,0.99982,0.26921
dsb_4bf6fb574a2ca2da551609e98a573e54.npz,0.00065,0.52935,0.99984,0.45118
dsb_92286959d1899e9b480d29c545cb1e0f.npz,0.00145,0.58664,0.99988,0.38563
dsb_cec6819833f63e96fc3e17e29c0124f8.npz,0.00103,0.51469,0.99988,0.45000
dsb_e3423505ef6b43f03c5d7bde52a5a78c.npz,0.00146,0.37128,0.99988,0.43584
dsb_bccbc10909a55c0f654719e8839f530a.npz,0.00144,0.68577,0.99989,0.40543
dsb_089b8f10743e449a0f64f8f311dd8a46.npz,0.00128,0.60484,0.99987,0.41576
dsb_0b20184e0cd497028bdd155d9fb42dc9.npz,0.00118,0.40753,0.99986,0.43832
dsb_c590651cdf70258ffb1b6ee18da6a1b2.npz,0.00136,0.60423,0.99985,0.39184
dsb_0852f5124d69d7f8cd35fa31e1364d29.npz,0.00158,0.74677,0.99988,0.37631
dsb_f55b8ee990408001671d76c3595afacf.npz,0.00130,0.69955,0.99985,0.36468
dsb_bf3dbf9b2379ca92ceaafc1867de0422.npz,0.00186,0.46335,0.99986,0.33936
dsb_c4c801ae039ba335fa32df7d84e4decb.npz,0.00136,0.64987,0.99988,0.41544
dsb_4d7df08f074b221eec6311c2617a5ba8.npz,0.00145,0.56984,0.99988,0.42164
dsb_ea3a771ef05e288409e0250ea893cf87.npz,0.00202,0.68984,0.99985,0.38919
dsb_20c73e37fc89e007ae5b242480830860.npz,0.00192,0.52036,0.99987,0.35999
dsb_f938f9022abf7f1072fe9df79db7eccd.npz,0.00146,0.58511,0.99988,0.37444
dsb_f2f23b265b2a3b977cb81fe3193d7c2c.npz,0.00067,0.67804,0.99985,0.39977
dsb_1c05dea5723caf192af34ceb5804468f.npz,0.00072,0.49786,0.99985,0.44375
dsb_678c5ec1360784e0fe797208069e0bbb.npz,0.00144,0.52220,0.99983,0.43596
dsb_8c9925cf3627cd4742bbc8677f905afc.npz,0.00175,0.55524,0.99988,0.35149
dsb_2ce2565b9839d8812cf0f9ad80371d3f.npz,0.00075,0.66395,0.99978,0.40163
dsb_71e09cd11d743964f1abf442c34f2c9d.npz,0.00203,0.60073,0.99987,0.35229
dsb_e9ccf1ce85c39779fafb9ec703c71555.npz,0.00143,0.67183,0.99988,0.38767
dsb_85d6fb4a08853d370935a75de7495a27.npz,0.00082,0.44784,0.99986,0.44862
dsb_f8f66fca04d2e67eacd86ea154827a4c.npz,0.00131,0.69794,0.99986,0.39129
dsb_bd5bc5a0328033ae48da9e5891704c1b.npz,0.00124,0.66227,0.99982,0.37325
dsb_1631637f08f27347e8f23d7a0e18c100.npz,0.00140,0.69553,0.99982,0.39462
dsb_763ce10dfdd4662f15de3f5931d5534b.npz,0.00133,0.62795,0.99988,0.43180
dsb_33e0e8629a377e4554b26e60a1007788.npz,0.00062,0.46782,0.99980,0.40893
dsb_fb55849cee6473974612c17f094a38cd.npz,0.00068,0.56682,0.99986,0.42328
dsb_af9a6a57d23dd1889f8d92e5b3a2ddf3.npz,0.00186,0.56559,0.99989,0.36164
dsb_a2fc15125f7e222b3d8d579167f4fc95.npz,0.00151,0.51577,0.99988,0.36893
dsb_cc1bf5250466173086887675dff499c3.npz,0.00053,0.44133,0.99982,0.44017
dsb_84a6c418d57bfc5214639012998356d4.npz,0.00143,0.53148,0.99987,0.44846
dsb_5bf71718aa1bdcada76f0683f8d6b41b.npz,0.00164,0.71992,0.99988,0.37269
dsb_448ce51772879fcd88f61c07b06347b2.npz,0.00075,0.61072,0.99987,0.41979
dsb_234ac5dd589d09a4b2a753ff206d5588.npz,0.00154,0.75361,0.99988,0.35481
dsb_1f49f0c1d7feedcae9024d251797407c.npz,0.00172,0.40376,0.99988,0.44770
dsb_2143d78ca33eb69f667edd80ddbff6de.npz,0.00154,0.50185,0.99989,0.44142
dsb_9b871732b3935661e7639e84a6ab9747.npz,0.00129,0.67596,0.99984,0.40707
dsb_25c1c4f008e8addc4d386cab58815052.npz,0.00063,0.65270,0.99984,0.40984
dsb_49c88f7cc77341c9ae4e64243f9912fc.npz,0.00058,0.40565,0.99985,0.44544
dsb_7f45518a2f938a92fa99658d98770316.npz,0.00069,0.70552,0.99986,0.38243
dsb_e6d8b2631843a24e6761f2723ea30788.npz,0.00186,0.74767,0.99987,0.35610
dsb_5861f8f8e35c0713c61e8ab3bc54c905.npz,0.00115,0.48031,0.99988,0.44455
dsb_081f4a90f24ac33c14b61b97969b7f81.npz,0.00136,0.64859,0.99985,0.42602
dsb_aec5a58fea38b77b964007aa6975c049.npz,0.00147,0.60920,0.99988,0.42448
dsb_322bf0acacba9650fa5656b9613c75c8.npz,0.00102,0.49813,0.99985,0.37110
dsb_38d89e67d2ea7e2ab023c10f5f19f716.npz,0.00137,0.70982,0.99988,0.37291
dsb_28352e12fe29361dfd9613ed2e729192.npz,0.00066,0.66884,0.99981,0.41566
dsb_761aeadb65fb84c8d04978a75b2f684c.npz,0.00139,0.54640,0.99985,0.38610
dsb_62099cb774faa70d28d2c5cb1e235270.npz,0.00189,0.75410,0.99987,0.36887
dsb_19bb6a9bc007ad75a4777e5298354cb4.npz,0.00123,0.72446,0.99986,0.38789
dsb_ee984e8fba88691aac4992fbb14f6e97.npz,0.00154,0.77415,0.99987,0.35239
dsb_5a42f0a0d1e060531c20d04ed23efc02.npz,0.00145,0.42153,0.99986,0.32760
dsb_33da5fb759223c316e8cec9d884d1584.npz,0.00145,0.38077,0.99989,0.43783
dsb_9139a5b2f18c79a75c2d8ee817cc2495.npz,0.00176,0.64359,0.99988,0.36463
dsb_9703fd051751879432975535663150da.npz,0.00251,0.74837,0.99987,0.36029
dsb_b227e1ab3efc4b3c5148a614d01edf50.npz,0.00164,0.60278,0.99988,0.42955
dsb_48e592418247393234dd658f9112c543.npz,0.00136,0.48112,0.99985,0.44513
dsb_09b1c678fc1009d84a038cd879be4198.npz,0.00182,0.59464,0.99987,0.35618
dsb_87cdf4626079509e5d6d3c3b6c8bfc2e.npz,0.00094,0.62848,0.99986,0.42698
dsb_31d037f6e359b56aec064fd3e348adb5.npz,0.00106,0.56810,0.99987,0.41637
dsb_0d941a3ad6c889ac451caf89c46cb92a.npz,0.00164,0.71253,0.99988,0.36051
dsb_2a65c8b6d5cc50866de8caa4caabbb6d.npz,0.00176,0.70742,0.99989,0.39299
dsb_60a4915d8662dff30dc596ebccb83b3c.npz,0.00207,0.50225,0.99988,0.44226
dsb_df015da931ad5312ee7b24b201b67478.npz,0.00106,0.56675,0.99986,0.41774
dsb_d0c86e0c3b3fe3e1dd936b7553ecc29c.npz,0.00119,0.45236,0.99987,0.44772
dsb_e3a9a6f8d21c6c459728066bcf18c615.npz,0.00187,0.69069,0.99989,0.41097
dsb_9db8f95c3240b79c32af0c0bd367dd91.npz,0.00074,0.71596,0.99978,0.38814
dsb_a93362de52065e73e6882f0cb668d637.npz,0.00203,0.64896,0.99988,0.40460
dsb_d3eaad692dc96b1a1765076716f55421.npz,0.00117,0.09211,0.99988,0.26549
dsb_bb0a8375885408a7adbd7c941098548f.npz,0.00150,0.69682,0.99986,0.37615
dsb_93b60dbb5cc3fa4c4cc9247cb1143a09.npz,0.00095,0.33386,0.99986,0.42777
dsb_5d801b07718dc9a1ad2bf701523a0f74.npz,0.00119,0.32066,0.99988,0.41263
dsb_33dd6666d9f0338929ecce58bb7c4cc3.npz,0.00053,0.41511,0.99981,0.44816
dsb_565cdee745ea4e6afc0f7daae81a7963.npz,0.00178,0.59049,0.99988,0.43884
dsb_713d8136c360ad0f37d6e53b61a7891b.npz,0.00203,0.61817,0.99988,0.43086
dsb_eba18d04b18084ef64be8f22bb7905ca.npz,0.00177,0.71754,0.99987,0.36945
dsb_2b2a95f76d7b6712690ee7be6838f868.npz,0.00129,0.74565,0.99988,0.36289
dsb_5782e6873c666529c6a66421acb043dc.npz,0.00118,0.66102,0.99986,0.40203
dsb_c0f2e3b499d10d147892579d0ad71321.npz,0.00136,0.14035,0.99988,0.30931
dsb_f25c425c827b35fcbaa23f2ed671540b.npz,0.00084,0.59675,0.99984,0.40253
dsb_b887defbf88deb3c6fe4c22405d0a957.npz,0.00170,0.51710,0.99988,0.43161
dsb_9d89b32f7dea356b2d35cead7bc94d80.npz,0.00133,0.62158,0.99986,0.42543
dsb_70f4eb8201e3155cc3e399f0ff09c5ef.npz,0.00134,0.56148,0.99987,0.44465
dsb_e0aa61b44c33e6a75940a8541c6894c9.npz,0.00144,0.53991,0.99986,0.44522
dsb_9050cf3aa8371bd7088c4bdf967141d4.npz,0.00226,0.54522,0.99988,0.40863
dsb_6171d57221e26d1f15d3c71fe966ab18.npz,0.00169,0.65938,0.99987,0.39119
dsb_57f5dc474b6a35d02542299dd09e68d6.npz,0.00166,0.60465,0.99989,0.43711
dsb_7dbc5207b9ec1a1921cc2f03f9b37684.npz,0.00100,0.69865,0.99984,0.38795
dsb_8c22afe3214768d4c585580a2364614d.npz,0.00080,0.70785,0.99980,0.39853
dsb_1e62be2c3b6430b78ce31a8f023531ac.npz,0.00098,0.42451,0.99987,0.44207
dsb_a79023a82079a7431ef2496acbef29de.npz,0.00159,0.69143,0.99988,0.38015
dsb_b7ef0e864365220b8c8bfb153012d09a.npz,0.00068,0.28779,0.99977,0.30720
dsb_2b89691a0744504491ef91d711d94918.npz,0.00178,0.57562,0.99989,0.38923
dsb_86515f063b3a30af09ba4d0322edf7b1.npz,0.00081,0.65629,0.99977,0.40746
dsb_aa2747369e1a0c724bea611ea7e5ffcf.npz,0.00137,0.59393,0.99988,0.36279
dsb_fd2dd970bd3d91e5b26d7e57c03f70af.npz,0.00083,0.48686,0.99971,0.41411
dsb_c31e3540b227a1a2b08593094609ece2.npz,0.00066,0.59255,0.99976,0.41447
dsb_402a18fa05523f80abb1e6d97793cc19.npz,0.00137,0.73189,0.99986,0.35924
dsb_03ff23e445787886f8b0cb192b3c154d.npz,0.00129,0.57902,0.99988,0.43013
dsb_6d43fdb6eb1bec3a5f4febfd442e8c93.npz,0.00153,0.44889,0.99988,0.44711
dsb_4dbda61d574417c7f25d6e9a8f0749a7.npz,0.00190,0.70882,0.99986,0.38687
dsb_5c99ab7172afa78312fe73a3c0dd342f.npz,0.00121,0.57989,0.99988,0.42924
dsb_7ffe144af38f85d177af286c5d941ef1.npz,0.00138,0.53770,0.99986,0.44478
dsb_4dade0813da186d968b4b8c4952cbb0c.npz,0.00150,0.64080,0.99989,0.37700
dsb_e4421d2d5318845c1cccbc6fa308a96e.npz,0.00154,0.62931,0.99988,0.37361
dsb_8a1e5830a16db34b580202f8b6dbbd3d.npz,0.00181,0.69961,0.99988,0.40211
dsb_10ff16e329c64a6a290a7a4139a5f4ae.npz,0.00125,0.64074,0.99988,0.42687
dsb_274a81c75d244187247789bd71de2b3a.npz,0.00182,0.61732,0.99988,0.43722
dsb_95a98df466d4f6c6689908ea9a8f324b.npz,0.00092,0.52920,0.99984,0.39323
dsb_a87740afc072074e6c5a2ab787235dde.npz,0.00160,0.70132,0.99987,0.40144
dsb_ac4e4bd5633dd74c99762acdba21934f.npz,0.00222,0.60463,0.99988,0.34598
dsb_e9a27e2645e1fad9434ce765f678585f.npz,0.00078,0.63839,0.99985,0.43561
dsb_4cc309d81bf3685d7def772862375a2a.npz,0.00173,0.51203,0.99988,0.45481
dsb_328138837e6db638913332acb79c703e.npz,0.00232,0.56652,0.99987,0.34972
dsb_80588b9231bb4fb7e1cddc9321d12e76.npz,0.00175,0.63073,0.99989,0.42343
dsb_cc31a959bf4c2a6de3a67dfa378a261c.npz,0.00070,0.49262,0.99983,0.40849
dsb_bdb59c956d48bc1a263acf997926c4d3.npz,0.00171,0.35510,0.99985,0.30892
dsb_bcc701884a32d8883b73b5844241a354.npz,0.00096,0.46718,0.99987,0.43967
dsb_c14816a1a9a6852c6b0d88fe5585c8bb.npz,0.00084,0.56948,0.99985,0.41513
dsb_7842c108866fccf9b1b56dca68fc355e.npz,0.00196,0.70907,0.99988,0.38896
dsb_19409b302d6c143d4f754146e91d4cfe.npz,0.00069,0.72689,0.99987,0.38084
dsb_31136e50b7205e9184227f94cdea0090.npz,0.00109,0.31943,0.99987,0.42746
dsb_2a20e4a4e6411f72374fdffebabfc235.npz,0.00163,0.48695,0.99988,0.44831
dsb_4efa432089851f50a5f53fc5a12e806a.npz,0.00140,0.64865,0.99988,0.38948
dsb_70287a7720e0d90249ac7b3978b7ca40.npz,0.00178,0.67578,0.99989,0.40163
dsb_c7729e1c348f7d54d743388767c69cb4.npz,0.00178,0.58351,0.99988,0.36142
dsb_f76143416ee2c8e1251f45f108fed468.npz,0.00146,0.40019,0.99986,0.43721
dsb_68a1f729eb1e2a791fe8170ac6631828.npz,0.00109,0.64302,0.99985,0.42499
dsb_24626abe1c4544fb39d4e96e33275789.npz,0.00166,0.55167,0.99988,0.43302
dsb_caf9672e7177c141dd3d9c8631af6b8d.npz,0.00188,0.50471,0.99989,0.44771
dsb_0030a160d58723ff36d73f41b170ec21.npz,0.00102,0.53247,0.99983,0.44574
dsb_07fdb853ff90ce3c6d5c91f619ed714e.npz,0.00110,0.13561,0.99988,0.31482
dsb_94cd77da118cc1d667cd9732853f0c48.npz,0.00071,0.47739,0.99986,0.44641
dsb_d7713d80767cfdaad5e3db537849d8d0.npz,0.00129,0.19807,0.99988,0.36841
dsb_817a99e1a60bcf4e37c904d73845ca50.npz,0.00142,0.70985,0.99988,0.37859
dsb_0acbebb8d463b4b9ca88cf38431aac69.npz,0.00148,0.48243,0.99988,0.45586
dsb_e608c0e6cf3adf3c9939593a3c322ef7.npz,0.00122,0.69636,0.99986,0.38791
dsb_60018d051926d01b38dd16e44159610c.npz,0.00107,0.41098,0.99985,0.43753
dsb_bfdf6f821031435d9a397afe001ad774.npz,0.00157,0.22040,0.99988,0.17907
dsb_166a2a476b7b84c975fb65162acc0798.npz,0.00218,0.71698,0.99988,0.39126
dsb_c1673993c070080c1d65aca6799c66f8.npz,0.00149,0.69646,0.99988,0.38121
dsb_155893351afed6c68893397d19555fd8.npz,0.00111,0.65742,0.99987,0.42491
dsb_c6ba816fd9c99c11ceb189ac24d2d2f6.npz,0.00182,0.58156,0.99988,0.35563
dsb_fe26fd2bb25112b3c2ca93eb8e34f8ed.npz,0.00215,0.77518,0.99988,0.34338
dsb_0eafe9b9182b80c6d67015a2062f5143.npz,0.00182,0.55625,0.99988,0.45389
dsb_9d8bdc380b51812ba82a6040ef207c33.npz,0.00164,0.45349,0.99986,0.44482
dsb_7bfba4540956c0b2c5b78b3623a4855d.npz,0.00154,0.62867,0.99988,0.40508
dsb_5ab68460985d9ed8e952475b402ddd62.npz,0.00140,0.66284,0.99987,0.38965
dsb_d809c513476775193aba29b31d0050c6.npz,0.00193,0.61834,0.99988,0.38247
dsb_4d86e1657d46b9ee44c2c434fad231ce.npz,0.00128,0.69430,0.99983,0.41201
dsb_05609fdb8fa0895ac8a9be373144dac7.npz,0.00137,0.47740,0.99987,0.43709
dsb_043ed6cb6054cc13804a3dca342fa4d0.npz,0.00123,0.04427,0.99985,0.18709
dsb_21b73c938fd7d346ee77a60bd60aaeac.npz,0.00185,0.53563,0.99988,0.44699
dsb_b79126e0038faca869185cfe49a4e163.npz,0.00070,0.53540,0.99982,0.45703
dsb_5c0d992d01e6383d5684b8ac5d7143b1.npz,0.00151,0.66744,0.99987,0.37196
dsb_a305389fe87d54597dfad222e47abac5.npz,0.00075,0.66495,0.99982,0.41025
dsb_ce8b0816304e079bb99c6c25b4fa4b88.npz,0.00158,0.42766,0.99987,0.32484
dsb_bc848c4d50c2f72fdcc1102475b56525.npz,0.00181,0.50700,0.99988,0.34342
dsb_184fa4ae2b7ae010625d89f10186f1c5.npz,0.00172,0.48499,0.99987,0.44213
dsb_662153a685fb4268361bfbaca5e9ca23.npz,0.00206,0.68686,0.99987,0.38348
dsb_579dfed23d49414a2c080bbf9d7f958f.npz,0.00168,0.46113,0.99988,0.44261
dsb_bba773fb9c1c517e23efe05e283b58a2.npz,0.00153,0.62580,0.99986,0.41939
dsb_a334d15ac8d2d25bce76693b1b2a3ed7.npz,0.00077,0.65562,0.99980,0.42085
dsb_570ea80b0dcc08f3e8751a6f4b2b1cd5.npz,0.00234,0.68477,0.99988,0.37344
dsb_acbb4e34904af9781fe089f586418a21.npz,0.00172,0.49744,0.99987,0.35306
dsb_665ca5ce18dd06722a4c4436a85246b2.npz,0.00091,0.49697,0.99987,0.45117
dsb_718f43ecf121c79899caba1e528bd43e.npz,0.00145,0.73871,0.99988,0.35932
dsb_5ade88428e6463fa212d4c287228e8ed.npz,0.00089,0.55535,0.99988,0.43807
dsb_4d207541fac845d1a369a160f15d55e6.npz,0.00109,0.66580,0.99982,0.41902
dsb_031b7ec4fe96a3b035a8196264a8c8c3.npz,0.00101,0.54541,0.99988,0.42705
dsb_5ce91933688cc8400105bf640ac11535.npz,0.00150,0.62052,0.99988,0.42068
dsb_ea01deecde93cd9503a049d71d46e6d5.npz,0.00102,0.43664,0.99987,0.44591
dsb_f1a64fda219db48bcfb8ad3823ef9fc1.npz,0.00151,0.56358,0.99988,0.43535
dsb_61630ec628631f7fe3980f869e1a4fbe.npz,0.00158,0.60247,0.99988,0.37718
dsb_c8a82a4e7e76702f5f10ece6508f2bbe.npz,0.00086,0.57441,0.99985,0.39833
dsb_b8276dbece0182602d2ae0c825dfa1b4.npz,0.00171,0.64212,0.99988,0.42226
dsb_d4307a302483bcc04717ca4f565db678.npz,0.00132,0.51781,0.99984,0.36137
dsb_ef3be197823bfa8c6976ca2621e253d5.npz,0.00208,0.46727,0.99988,0.44136
dsb_61406252b7c29fbe372adfa953d95199.npz,0.00199,0.66053,0.99987,0.38834
dsb_5ae9ab473d59cd29262c47a741177b6e.npz,0.00160,0.49394,0.99988,0.45230
dsb_01f1140c8e951e2a921b61c9a7e782c2.npz,0.00084,0.65513,0.99985,0.42739
dsb_4b5970e5edc0d8389cabc6bc5d84265f.npz,0.00141,0.34983,0.99988,0.42342
dsb_6af9fecd6807921fa9fe10f0391aa453.npz,0.00157,0.67513,0.99987,0.40308
dsb_caf38dcf62fe3a05fac40055920d7058.npz,0.00150,0.44055,0.99985,0.44100
dsb_70671fa94231eb377e8ac7cba4650dfb.npz,0.00057,0.29154,0.99983,0.41755
dsb_605d3633c1625b4be151d38aad43de94.npz,0.00149,0.49917,0.99988,0.44563
dsb_5e21909f11ec07f75460fe16b6c0185a.npz,0.00199,0.58282,0.99988,0.38106
dsb_f39dacd5f134f3f4482094d3f8a0aff1.npz,0.00146,0.72299,0.99988,0.37612
dsb_a4dc34f2731b62f60c6c390a39fe11b2.npz,0.00175,0.26333,0.99985,0.20242
dsb_17f5ae9fa49c4e47624f344d29bd03eb.npz,0.00143,0.65782,0.99987,0.41900
dsb_78c0a0104c0428e260cbd9e50eb7eea6.npz,0.00099,0.69462,0.99986,0.39434
dsb_9cc74e673ec9807ee055973e1b185624.npz,0.00099,0.71608,0.99988,0.39315
dsb_fcdc2d423356d53759a8f602d40785a6.npz,0.00082,0.59496,0.99982,0.40731
dsb_81528d5c9ea936264bf9aa8ab4f0ea5d.npz,0.00146,0.65230,0.99988,0.35440
dsb_55c01868f1d9c37fa3f174dc3c0d44e8.npz,0.00150,0.62482,0.99988,0.35757
dsb_919b9f74bcee297abd6e217d185a025d.npz,0.00168,0.67778,0.99987,0.37807
dsb_c5f73cf44d785e5ac2e7f0a8897f683c.npz,0.00198,0.67952,0.99988,0.37329
dsb_6d38cc9a6de069570a5d2efbb55a7f63.npz,0.00155,0.47426,0.99988,0.45125
dsb_8601f5424bcf4cd8e7bc3d649e9995a2.npz,0.00125,0.54270,0.99988,0.37631
dsb_bedec8e1ad130a08faeec8ed81780d56.npz,0.00090,0.10996,0.99988,0.28712
dsb_26a2b8d6b94ee16ecf88fb28c57f377e.npz,0.00199,0.45749,0.99987,0.31650
dsb_f7cdd95c94818875ece1175561025038.npz,0.00107,0.32037,0.99986,0.41918
dsb_ac00af80df36484660203d5816d697aa.npz,0.00120,0.61849,0.99988,0.42134
dsb_7191c236cfcfc68cd21143e3a0faac51.npz,0.00116,0.65334,0.99988,0.40155
dsb_7b76426f64cb4fbe3d4caa1dcbf47a2f.npz,0.00086,0.57426,0.99986,0.43895
dsb_648c99653d512edc1d28dd8e7054ceab.npz,0.00241,0.66966,0.99988,0.36962
dsb_dc5cd907d9de1ed0609832f5bf1fc6e2.npz,0.00141,0.60763,0.99987,0.43427
dsb_9109609020945cfc237125dc5f43f7b9.npz,0.00183,0.69502,0.99987,0.38068
dsb_220223b46a23db0e2b0577170936845d.npz,0.00074,0.68755,0.99982,0.41562
dsb_8b6e16b4e1d1400452956578f8eb97c4.npz,0.00091,0.64385,0.99985,0.43138
dsb_1acbe17dc8f9f59d2fd167b2aa6c650f.npz,0.00150,0.55031,0.99988,0.43562
dsb_c5887c21bafb90eb8534e1a632ff2754.npz,0.00065,0.66524,0.99982,0.41413
dsb_cb0110b3780d2cf1134221404b82713a.npz,0.00114,0.69967,0.99987,0.38518
dsb_b17c07114dcf49ce71c8da4b43cf1192.npz,0.00108,0.18661,0.99988,0.34930
dsb_264e5829ef58570c243bfd961098343f.npz,0.00182,0.47870,0.99987,0.33540
dsb_820cc2a44d87d9b3798782f7cc6f2a74.npz,0.00148,0.68321,0.99983,0.40823
dsb_f3eafe72b1e9528116f3c430ab73a2ae.npz,0.00152,0.33702,0.99988,0.42637
dsb_29a2105c99e7677c30c7fd0b2edb9fcd.npz,0.00173,0.72673,0.99989,0.36579
dsb_2fced53a125854edb9284ff12795caf8.npz,0.00173,0.66203,0.99988,0.41111
dsb_76fff2029e577190ce0bf070192b889e.npz,0.00139,0.62931,0.99988,0.38781
dsb_d4a075768abe7fe43ad1caac92515256.npz,0.00200,0.63668,0.99988,0.41684
dsb_43fefd3f810ef71e0073d2415e7a6713.npz,0.00141,0.40255,0.99988,0.44653
dsb_df75d5a21b4289e8df6e2d0e135ac48f.npz,0.00210,0.47013,0.99986,0.34580
dsb_ee88217bee233a3bfc971b450e3d8b85.npz,0.00140,0.68767,0.99987,0.38242
dsb_f5630f467acd9aa977b61a3e5780c2eb.npz,0.00144,0.67916,0.99987,0.41679
dsb_0ff552aa083ecfabaf1cfd65b0a8e674.npz,0.00131,0.70578,0.99987,0.38435
dsb_313efe2e7ecf18a8d484f8b42f30da3e.npz,0.00140,0.53557,0.99987,0.38546
dsb_dc9854bcdcc71b690d9806438009001d.npz,0.00216,0.76643,0.99988,0.34792
dsb_322d09835e9c6f621262ee68fd3ed596.npz,0.00114,0.76316,0.99988,0.37615
dsb_44012bec8f33a785f7844cea8910487d.npz,0.00147,0.62376,0.99988,0.42675
dsb_8f4c97d428c70831d74660bca08961b9.npz,0.00123,0.74786,0.99986,0.36994
dsb_adc3bbc63d40f8761c59be10f1e504c3.npz,0.00128,0.49216,0.99988,0.37783
dsb_c713ec80637677965806579fce0b7dca.npz,0.00152,0.56611,0.99986,0.43049
dsb_5d240c6a6d3009e61cb09ce49f641b4c.npz,0.00130,0.62651,0.99988,0.41676
dsb_75aef267ad112a21c870b7e2893aaf8a.npz,0.00202,0.52283,0.99989,0.39322
dsb_080e6a00e69888fd620894f9fd0714b1.npz,0.00111,0.38344,0.99983,0.34479
dsb_7239b3a904f39b25c4e303c10a24621a.npz,0.00260,0.64214,0.99988,0.35632
dsb_bdc2daa372a36f6f7c72abdc0b5639d1.npz,0.00128,0.54324,0.99985,0.37500
dsb_f2ca85bb9ae82a3d79b9f321f727ac19.npz,0.00142,0.36237,0.99988,0.42931
dsb_3f6431400c2a07a46386dba3929da45d.npz,0.00136,0.58128,0.99988,0.44145
dsb_8815efa67adb15b2f8cfd49ec992f48e.npz,0.00121,0.66722,0.99988,0.39339
dsb_d81852bffda09dc8033a45332397c495.npz,0.00212,0.39046,0.99987,0.25713
dsb_04fca9fbec0b803326488ade96897f6e.npz,0.00140,0.44340,0.99989,0.44446
dsb_51fbac477a3639f983904fc4d42b8c15.npz,0.00181,0.67723,0.99987,0.38556
dsb_2a48f50391e22040f28e258a74dcaf95.npz,0.00165,0.55200,0.99988,0.44628
dsb_66a94647459dd5a13f4336e1421119c5.npz,0.00144,0.34679,0.99985,0.33007
dsb_7b72b604e0af8decb22021cdb92927ae.npz,0.00160,0.56712,0.99988,0.43306
dsb_bca9f24f465ae61a03e35a1f682270bd.npz,0.00064,0.59189,0.99985,0.42345
dsb_b3c2d92976acd67a13493cdff1ec33ce.npz,0.00173,0.66333,0.99988,0.41512
dsb_5791c42d317f34592be9a933c50e68ad.npz,0.00138,0.72180,0.99989,0.36285
dsb_1427be78bcf4aba96c5054b697be9b5b.npz,0.00081,0.46275,0.99986,0.45001
dsb_1ddb5d17d9db61c8ea0fd58d00df05ef.npz,0.00103,0.58305,0.99987,0.42922
dsb_9d453de54a141820fcf62bed9a53540d.npz,0.00051,0.45317,0.99984,0.45533
dsb_9397a41c9e819a92eb5c86e0e652d7c1.npz,0.00172,0.50590,0.99988,0.43114
dsb_d421129acf503e770dc1575c1b959607.npz,0.00110,0.59320,0.99986,0.41536
dsb_eee8e1b2533abcb73e4b03969a3a5904.npz,0.00144,0.55299,0.99988,0.38385
dsb_19ca60da880961c50f1b99b66f252e8f.npz,0.00139,0.59090,0.99986,0.43870
dsb_f27d7bf8df3cf0cd187682fc6860b755.npz,0.00143,0.69472,0.99987,0.40933
dsb_b635cda3e75b4b7238c18c6a5f1858f6.npz,0.00151,0.35485,0.99988,0.43810
dsb_f8ecf6be8ae631c6dd694c9638a02b45.npz,0.00163,0.61414,0.99984,0.41741
dsb_e537c91cdfa97d20a39df7ef04a52570.npz,0.00065,0.53788,0.99985,0.43679
dsb_28054f63c5a6ef24e06d8c34258babd6.npz,0.00118,0.54117,0.99988,0.44737
dsb_9a378249b799bbcefac2a7de46896c0a.npz,0.00212,0.63904,0.99987,0.41378
dsb_0c98fcb55e3f36d0c2b6507f62f4c5f1.npz,0.00144,0.30373,0.99988,0.41642
dsb_91d0606b85ab7dbc7bab718c1312f2df.npz,0.00092,0.17545,0.99984,0.33608
dsb_7ce310b8431ace09a91ededcc03f7361.npz,0.00184,0.59553,0.99988,0.36443
dsb_799b283083f1b6547d558f063b318e78.npz,0.00105,0.64696,0.99987,0.38414
dsb_d032116d73789ff9c805f493357b4037.npz,0.00170,0.61167,0.99988,0.37969
dsb_379d84cd171e6c0e58455c2fd0cf57ef.npz,0.00090,0.67475,0.99986,0.39697
dsb_28649e08938386e3b8eaa4a84baf5982.npz,0.00113,0.60384,0.99987,0.37704
dsb_174a9fc87f54d6def3730954fbafc99d.npz,0.00183,0.67693,0.99988,0.41584
dsb_72fd04cf3099b148d9ad361efb988866.npz,0.00108,0.29917,0.99989,0.41534
dsb_9e471e15d44721a48d8b5f4b0a160dd6.npz,0.00077,0.58215,0.99985,0.42801
dsb_c98fb8f387c0979531e11de53607de92.npz,0.00165,0.71166,0.99987,0.37992
dsb_48ab0b98fc7789304c21430978624f32.npz,0.00136,0.59821,0.99986,0.43997
dsb_399a263bdfbf26c6969d8af98774be8c.npz,0.00194,0.58513,0.99988,0.43822
dsb_ae42429e25ce48034baa3dd527c7810a.npz,0.00145,0.66889,0.99987,0.39248
dsb_f725f46908f16062fd12c141eb47c6a7.npz,0.00131,0.65617,0.99988,0.39450
dsb_da821546432756d377777d7f4c41ca2f.npz,0.00121,0.29708,0.99987,0.40947
dsb_e977737394cee9abb19ad07310aae8eb.npz,0.00139,0.67569,0.99987,0.40786
